timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603191161153,405,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3228,115,9,19,https://blazedemo.com/,404,0,52
1603191161075,510,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3447,230,10,20,https://blazedemo.com/,159,0,28
1603191161075,159,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,219,115,10,20,http://blazedemo.com/,159,0,28
1603191161234,351,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3228,115,10,20,https://blazedemo.com/,351,0,53
1603191161033,562,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3447,230,10,20,https://blazedemo.com/,150,0,12
1603191161033,150,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,219,115,10,20,http://blazedemo.com/,150,0,12
1603191161184,411,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3228,115,10,20,https://blazedemo.com/,410,0,56
1603191161164,441,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,3447,230,10,20,https://blazedemo.com/,153,0,20
1603191161164,153,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,219,115,10,20,http://blazedemo.com/,153,0,20
1603191161317,288,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-43,text,true,,3228,115,10,20,https://blazedemo.com/,287,0,60
1603191161184,439,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-50,text,true,,3447,230,10,20,https://blazedemo.com/,156,0,19
1603191161184,156,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-50,text,true,,219,115,10,20,http://blazedemo.com/,156,0,19
1603191161340,283,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-50,text,true,,3228,115,10,20,https://blazedemo.com/,283,0,54
1603191161214,429,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3447,230,10,20,https://blazedemo.com/,141,0,20
1603191161214,141,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,219,115,10,20,http://blazedemo.com/,141,0,20
1603191161355,288,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3228,115,10,20,https://blazedemo.com/,288,0,51
1603191161285,443,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,3447,230,10,20,https://blazedemo.com/,131,0,10
1603191161285,131,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,219,115,10,20,http://blazedemo.com/,131,0,10
1603191161416,312,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-48,text,true,,3228,115,10,20,https://blazedemo.com/,312,0,62
1603191161387,454,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-44,text,true,,3447,230,11,22,https://blazedemo.com/,149,0,15
1603191161387,149,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-44,text,true,,219,115,11,22,http://blazedemo.com/,149,0,15
1603191161536,305,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-44,text,true,,3228,115,11,22,https://blazedemo.com/,300,0,57
1603191161559,437,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3447,230,12,24,https://blazedemo.com/,145,0,17
1603191161559,145,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,219,115,12,24,http://blazedemo.com/,145,0,17
1603191161704,292,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3228,115,12,24,https://blazedemo.com/,291,0,41
1603191161565,442,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,3447,230,12,24,https://blazedemo.com/,148,0,20
1603191161565,148,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,219,115,12,24,http://blazedemo.com/,148,0,20
1603191161714,293,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,3228,115,12,24,https://blazedemo.com/,293,0,50
1603191161596,435,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3447,230,12,24,https://blazedemo.com/,142,0,11
1603191161596,142,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,219,115,12,24,http://blazedemo.com/,142,0,11
1603191161739,292,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3228,115,12,24,https://blazedemo.com/,291,0,47
